1;3.41234734;0
2;3.43531806;0
3;3.40570117;0
4;3.40461183;0
5;3.36599373;0
6;3.37929162;0
7;3.39403563;0
8;3.36869061;0
9;3.29940530;0
10;3.27313479;0
11;3.27689128;0
12;3.27848195;0
13;3.27349537;0
14;3.26610962;0
15;3.26182131;0
16;3.26102547;0
17;3.26068892;0
18;3.26169616;0
19;3.26144139;0
20;3.26076125;0
21;3.26155614;0
22;3.25834803;0
23;3.25818333;0
24;3.25823387;0
25;3.25826155;0
26;3.25826227;0
27;3.25773290;0
28;3.25761995;0
29;3.25757547;0
30;3.25755033;0
31;3.25756082;0
32;3.25738196;0
33;3.25738643;0
34;3.25738730;0
35;3.25738121;0
36;3.25735341;0
37;3.25735073;0
38;3.25735152;0
39;3.25734476;0
40;3.25734467;0
41;3.25734444;0
42;3.25734337;0
43;3.25734331;0
44;3.25734331;0
45;0;0.05500000
1;3.21782103;0
2;2.23455581;0
3;1.48994920;0
4;1.16500292;0
5;1.00692481;0
6;0.91579236;0
7;0.85624521;0
8;0.81798255;0
9;0.78851980;0
10;0.75430887;0
11;0.73467592;0
12;0.72124417;0
13;0.71437394;0
14;0.70121586;0
15;0.69042406;0
16;0.67437097;0
17;0.67122037;0
18;0.66056541;0
19;0.65786511;0
20;0.64493838;0
21;0.64142520;0
22;0.64011263;0
23;0.63029409;0
24;0.62262900;0
25;0.61555412;0
26;0.61807097;0
27;0.60695640;0
28;0.60296696;0
29;0.59373317;0
30;0.59409006;0
31;0.59169424;0
32;0.58327497;0
33;0.58117382;0
34;0.57495083;0
35;0.57181398;0
36;0.56896576;0
37;0.56459432;0
38;0.56068888;0
39;0.55456056;0
40;0.54914334;0
41;0.54636112;0
42;0.54596294;0
43;0.53734050;0
44;0.53904688;0
45;0.53258467;0
46;0.53300710;0
47;0.52322375;0
48;0.51970809;0
49;0.51668890;0
50;0.51571235;0
51;0.50994179;0
52;0.50591538;0
53;0.50315547;0
54;0.49793801;0
55;0.49499081;0
56;0.49186568;0
57;0.48909693;0
58;0.48630974;0
59;0.48312598;0
60;0.47763107;0
61;0.47575519;0
62;0.47223664;0
63;0.46756014;0
64;0.46128441;0
65;0.45933629;0
66;0.45755732;0
67;0.45336072;0
68;0.45027464;0
69;0.44946044;0
70;0.44805718;0
71;0.44074861;0
72;0.43820409;0
73;0.43834195;0
74;0.43302994;0
75;0.43142305;0
76;0.42677784;0
77;0.42341639;0
78;0.42275022;0
79;0.42195736;0
80;0.41483499;0
81;0.41394692;0
82;0.40902440;0
83;0.40794472;0
84;0.40591196;0
85;0.40199963;0
86;0.39966632;0
87;0.39673968;0
88;0.39437646;0
89;0.39142190;0
90;0.38973465;0
91;0.38860921;0
92;0.38539388;0
93;0.38288632;0
94;0.37967649;0
95;0.37826591;0
96;0.37605776;0
97;0.37469497;0
98;0.37141042;0
99;0.36674845;0
100;0.36553153;0
101;0.36555101;0
102;0.36476028;0
103;0.36055260;0
104;0.36063315;0
105;0.35599096;0
106;0.35395028;0
107;0.35232510;0
108;0.34963120;0
109;0.34812828;0
110;0.34787708;0
111;0.34385177;0
112;0.34235798;0
113;0.33923815;0
114;0.33682294;0
115;0.33485033;0
116;0.33381451;0
117;0.33302374;0
118;0.32881626;0
119;0.32838515;0
120;0.32890889;0
121;0.32555995;0
122;0.32216192;0
123;0.32089857;0
124;0.31967970;0
125;0.31740375;0
126;0.31661234;0
127;0.31502117;0
128;0.31286523;0
129;0.31200345;0
130;0.31052246;0
131;0.30894911;0
132;0.30449684;0
133;0.30518375;0
134;0.30496162;0
135;0.30111719;0
136;0.30100527;0
137;0.29834856;0
138;0.29716375;0
139;0.29642399;0
140;0.29475311;0
141;0.29232989;0
142;0.28979166;0
143;0.28898252;0
144;0.28752654;0
145;0.28678876;0
146;0.28454917;0
147;0.28356231;0
148;0.28399442;0
149;0.28032433;0
150;0.27871024;0
151;0.27775246;0
152;0.27909810;0
153;0.27501735;0
154;0.27521391;0
155;0.27293693;0
156;0.26977765;0
157;0.26819929;0
158;0.26830611;0
159;0.26885230;0
160;0.26703858;0
161;0.26427616;0
162;0.26318050;0
163;0.26306311;0
164;0.26052199;0
165;0.25989284;0
166;0.25745025;0
167;0.25576153;0
168;0.25398310;0
169;0.25444477;0
170;0.25332980;0
171;0.25201781;0
172;0.25034950;0
173;0.25112083;0
174;0.24843594;0
175;0.24746503;0
176;0.24517760;0
177;0.24466746;0
178;0.24459333;0
179;0.24315289;0
180;0.24177053;0
181;0.24073814;0
182;0.23974502;0
183;0.23800571;0
184;0.23722848;0
185;0.23557568;0
186;0.23518672;0
187;0.23355880;0
188;0.23209595;0
189;0.23261764;0
190;0.23216224;0
191;0.23084651;0
192;0.22879761;0
193;0.22838451;0
194;0.22657289;0
195;0.22570758;0
196;0.22489357;0
197;0.22437555;0
198;0.22308351;0
199;0.22202117;0
200;0.22077786;0
201;0.21832838;0
202;0.21820295;0
203;0.21906352;0
204;0.21713135;0
205;0.21540856;0
206;0.21406545;0
207;0.21334914;0
208;0.21313721;0
209;0.21227757;0
210;0.21110172;0
211;0.21153932;0
212;0.20965885;0
213;0.20748581;0
214;0.20719322;0
215;0.20816014;0
216;0.20676240;0
217;0.20454831;0
218;0.20448817;0
219;0.20338909;0
220;0.20155287;0
221;0.20098528;0
222;0.20061769;0
223;0.19900341;0
224;0.19857972;0
225;0.19865176;0
226;0.19697884;0
227;0.19735732;0
228;0.19456117;0
229;0.19383479;0
230;0.19572219;0
231;0.19448215;0
232;0.19186195;0
233;0.19093291;0
234;0.19085716;0
235;0.19041082;0
236;0.19066794;0
237;0.18736247;0
238;0.18737551;0
239;0.18601423;0
240;0.18602684;0
241;0.18577246;0
242;0.18558587;0
243;0.18416573;0
244;0.18266873;0
245;0.18240689;0
246;0.18140619;0
247;0.18072091;0
248;0.17993490;0
249;0.18113544;0
250;0.18043578;0
251;0.17823985;0
252;0.17756988;0
253;0.17641223;0
254;0.17732586;0
255;0.17542612;0
256;0.17358475;0
257;0.17341938;0
258;0.17488403;0
259;0.17189156;0
260;0.17095708;0
261;0.17210471;0
262;0.17057347;0
263;0.16923696;0
264;0.16875418;0
265;0.16654187;0
266;0.16751687;0
267;0.16703781;0
268;0.16617786;0
269;0.16531613;0
270;0.16546462;0
271;0.16388733;0
272;0.16343157;0
273;0.16373922;0
274;0.16312295;0
275;0.16320593;0
276;0.16022042;0
277;0.15976878;0
278;0.15982285;0
279;0.15906292;0
280;0.15749906;0
281;0.15835948;0
282;0.15749487;0
283;0.15727763;0
284;0.15706554;0
285;0.15548530;0
286;0.15464517;0
287;0.15474652;0
288;0.15361896;0
289;0.15428741;0
290;0.15289615;0
291;0.15129275;0
292;0.15252718;0
293;0.15116067;0
294;0.15021204;0
295;0.14982550;0
296;0.14842138;0
297;0.14839845;0
298;0.14659635;0
299;0.14747467;0
300;0.14690192;0
301;0.14650803;0
302;0.14072746;0
303;0.13918480;0
304;0.13900991;0
305;0.13890432;0
306;0.13877018;0
307;0.13863319;0
308;0.13831431;0
309;0.13853652;0
310;0.13830290;0
311;0.13827196;0
312;0.13699740;0
313;0.13668169;0
314;0.13663687;0
315;0.13659162;0
316;0.13656197;0
317;0.13623316;0
318;0.13625294;0
319;0.13622606;0
320;0.13622009;0
321;0.13614987;0
322;0.13614697;0
323;0.13614523;0
324;0.13613055;0
325;0.13612986;0
326;0.13613046;0
327;0.13612706;0
328;0.13612687;0
329;0.13612677;0
330;0.13612625;0
331;0.13612625;0
332;0.13612624;0
333;0.13612612;0
334;0.13612612;0
335;0.13612612;0
336;0;0.87038462
