218;1;0;2;0;1;0;20;3;1;2;2;16;2;1;3;4;15;0;0;6;1;2;0;0;0;
6;218;4;13;9;1;1;3;2;0;2;2;2;2;3;1;3;13;2;0;7;0;0;2;0;4;
2;5;212;1;19;1;4;0;0;0;0;17;0;0;13;3;2;2;10;0;9;0;0;0;0;0;
4;16;0;208;0;3;2;2;3;14;0;0;2;5;5;2;13;0;0;0;10;1;6;0;1;3;
1;6;23;0;220;14;9;0;0;1;1;0;0;0;1;0;0;4;15;1;1;0;0;0;1;2;
0;1;1;1;12;227;4;2;1;3;2;3;0;0;0;19;1;1;4;10;0;1;0;3;4;0;
1;6;10;0;3;1;248;1;0;1;1;3;0;0;4;0;10;0;5;0;2;0;2;2;0;0;
29;2;0;1;0;2;0;187;8;0;3;4;10;22;0;1;2;2;0;1;11;5;3;2;5;0;
0;3;0;0;3;3;0;1;257;6;0;4;0;4;2;3;0;0;0;4;0;6;0;1;1;2;
0;1;0;3;2;4;0;1;3;264;0;4;0;3;0;0;1;0;4;4;1;0;0;2;2;1;
1;1;1;0;0;3;0;6;1;0;269;2;1;0;0;0;0;7;0;0;2;0;0;6;0;0;
3;1;11;0;3;0;3;4;11;5;1;231;0;0;0;0;0;2;0;0;8;2;0;4;6;5;
12;0;0;1;0;0;0;4;2;0;0;0;267;8;0;0;2;0;0;0;0;2;2;0;0;0;
6;0;0;7;0;0;0;7;5;1;0;1;2;235;0;2;0;4;1;0;7;13;8;0;0;1;
4;3;7;7;3;0;0;1;14;0;0;0;0;2;239;0;0;1;0;1;14;4;0;0;0;0;
3;2;0;4;0;8;0;3;2;1;0;0;0;0;0;255;2;2;2;5;0;3;0;0;8;0;
1;1;2;0;1;3;9;3;0;0;1;0;0;0;3;2;265;3;2;0;1;0;2;0;0;1;
21;6;11;0;7;8;3;4;0;0;6;4;1;3;2;2;1;215;1;0;2;0;0;1;0;2;
1;4;8;1;26;3;3;1;2;3;0;1;0;0;6;0;0;0;224;0;5;8;0;1;0;3;
0;0;0;0;0;1;0;0;0;4;0;0;0;1;0;7;0;0;0;278;0;1;0;2;6;0;
2;1;7;9;1;0;1;9;0;4;0;9;4;5;13;0;0;5;8;0;181;28;10;2;0;1;
0;0;1;0;0;2;0;12;0;6;5;1;0;1;0;1;0;0;0;3;7;191;9;9;50;2;
0;0;0;0;0;1;0;21;0;0;1;0;4;6;0;0;2;0;0;0;6;11;246;1;0;1;
2;1;0;0;0;0;0;5;0;0;8;0;0;0;0;1;0;0;0;0;0;2;0;272;8;1;
0;1;0;0;0;1;0;2;1;2;4;0;0;0;0;3;2;0;1;2;2;9;1;42;227;0;
2;4;1;1;2;1;1;0;0;2;3;2;1;0;0;0;0;3;0;0;3;0;1;0;3;270;
